Position	aMin	aMean
11939	-100	-100
11940	-100	-100
11941	-100	-100
11942	-100	-100
11943	-100	-100
11944	-100	-100
11945	-100	-100
11946	33	33
11947	36.5	36.5
11948	-100	-100
11949	7	7
11950	0	0
11951	-100	-100
11952	-100	-100
11953	-100	-100
11954	-100	-100
11955	9	9
11956	-100	-100
11957	-100	-100
11958	-100	-100
11959	-100	-100
11960	-100	-100
11961	-100	-100
11962	-100	-100
11963	-100	-100
11964	10	10
11965	-100	-100
11966	-100	-100
11967	-100	-100
11968	-100	-100
11969	-100	-100
11970	-100	-100
11971	10	10
11972	-100	-100
11973	-100	-100
11974	0	0
11975	-100	-100
11976	4	4
11977	7	7
11978	0	0
11979	41	41
11980	-100	-100
11981	-100	-100
11982	0	0
11983	-100	-100
11984	-100	-100
11985	-100	-100
11986	14.3333333333333	14.3333333333333
11987	-100	-100
11988	34	34
11989	1.4	3.5
11990	-100	-100
11991	-100	-100
11992	-100	-100
11993	32	32
11994	-100	-100
11995	-100	-100
11996	11	11
11997	-100	-100
11998	-100	-100
11999	7	7
12000	0	0
12001	-100	-100
12002	9	9
12003	38.3333333333333	38.3333333333333
12004	-100	-100
12005	-100	-100
12006	7.8	19.5
12007	-100	-100
12008	29	29
12009	-100	-100
12010	40.5	40.5
12011	-100	-100
12012	24.5	24.5
12013	10.6	10.75
12014	-100	-100
12015	-100	-100
12016	-100	-100
12017	-100	-100
12018	-100	-100
12019	-100	-100
12020	8	8
12021	40	40
12022	-100	-100
12023	-100	-100
12024	-100	-100
12025	10	10
12026	-100	-100
12027	11.6	18.5
12028	8	8
12029	-100	-100
12030	15.375	23.4375
12031	-100	-100
12032	-100	-100
12033	-100	-100
12034	17	17
12035	-100	-100
12036	-100	-100
12037	13.2	16.5
12038	6.5	6.5
12039	0	0
12040	0	0
12041	0	0
12042	-100	-100
12043	11	11
12044	-100	-100
12045	17	17
12046	-100	-100
12047	27.2	27.5
12048	-100	-100
12049	-100	-100
12050	-100	-100
12051	-100	-100
12052	20.5	20.5
12053	39.5	39.5
12054	-100	-100
12055	-100	-100
12056	25	25
12057	41	41
12058	11	11
12059	27.8	32
12060	-100	-100
12061	-100	-100
12062	-100	-100
12063	-100	-100
12064	-100	-100
12065	9.66666666666667	9.66666666666667
12066	-100	-100
12067	-100	-100
12068	-100	-100
12069	-100	-100
12070	-100	-100
12071	12.5	12.5
12072	-100	-100
12073	18.25	18.25
12074	13	13
12075	-100	-100
12076	-100	-100
12077	-100	-100
12078	25.5	25.5
12079	-100	-100
12080	9.33333333333333	9.33333333333333
12081	29.3333333333333	29.3333333333333
12082	-100	-100
12083	-100	-100
12084	-100	-100
12085	9	9
12086	25	25
12087	9	9
12088	41	41
12089	41	41
12090	-100	-100
12091	36	36
12092	-100	-100
12093	8.2	8.5
12094	8	8
12095	-100	-100
12096	-100	-100
12097	-100	-100
12098	9	9
12099	-100	-100
12100	-100	-100
12101	12.4	17.5
12102	9	9
12103	27	27
12104	41	41
12105	40	40
12106	24	24
12107	8	8
12108	-100	-100
12109	-100	-100
12110	-100	-100
12111	27.5	27.5
12112	24	24
12113	4	4
12114	-100	-100
12115	-100	-100
12116	-100	-100
12117	-100	-100
12118	0	0
12119	41	41
12120	5.33333333333333	5.33333333333333
12121	10	10
12122	18	18
12123	-100	-100
12124	34.9444444444444	34.9444444444444
12125	-100	-100
12126	8	8
12127	-100	-100
12128	-100	-100
12129	10	10
12130	-100	-100
12131	-100	-100
12132	-100	-100
12133	25.4	31.25
12134	-100	-100
12135	0	0
12136	-100	-100
12137	-100	-100
12138	0	0
12139	-100	-100
12140	39	39
12141	-100	-100
12142	36	36
12143	4.66666666666667	4.66666666666667
12144	41	41
12145	0	0
12146	0	0
12147	3.33333333333333	3.33333333333333
12148	10.1	13.25
12149	0	0
12150	0	0
12151	7.6	19
12152	23.6	29
12153	0	0
12154	0	0
12155	15.8	17.75
12156	-100	-100
12157	-100	-100
12158	5.5	5.5
12159	0	0
12160	-100	-100
12161	40	40
12162	-100	-100
12163	-100	-100
12164	-100	-100
12165	8	8
12166	18.6666666666667	18.6666666666667
12167	-100	-100
12168	-100	-100
12169	-100	-100
12170	7	7
12171	39.6666666666667	39.6666666666667
12172	41	41
12173	17	17
12174	18	18
12175	14.44	24.1
12176	-100	-100
12177	-100	-100
12178	-100	-100
12179	7	7
12180	-100	-100
12181	3	3
12182	-100	-100
12183	-100	-100
12184	-100	-100
12185	13.4	23
12186	7	7
12187	10	10
12188	-100	-100
12189	-100	-100
12190	-100	-100
12191	-100	-100
12192	-100	-100
12193	-100	-100
12194	-100	-100
12195	19	26.5
12196	-100	-100
12197	-100	-100
12198	-100	-100
12199	13.8	22.5
12200	6.33333333333333	6.33333333333333
12201	-100	-100
12202	33	33
12203	-100	-100
12204	-100	-100
12205	30	30
12206	-100	-100
12207	2	5
12208	-100	-100
12209	-100	-100
12210	-100	-100
12211	-100	-100
12212	10.2666666666667	19.1666666666667
12213	4.33333333333333	4.33333333333333
12214	-100	-100
12215	-100	-100
12216	0	0
12217	-100	-100
12218	41	41
12219	24.5	24.5
12220	12.5	12.5
12221	8	8
12222	-100	-100
12223	41	41
12224	29	29
12225	24.5	24.5
12226	-100	-100
12227	-100	-100
12228	7	7
12229	37	37
12230	-100	-100
12231	-100	-100
12232	-100	-100
12233	-100	-100
12234	8	8
12235	-100	-100
12236	-100	-100
12237	8	8
12238	9	9
12239	-100	-100
12240	8	8
12241	32	32
12242	-100	-100
12243	-100	-100
12244	41	41
12245	-100	-100
12246	-100	-100
12247	-100	-100
12248	-100	-100
12249	-100	-100
12250	-100	-100
12251	-100	-100
12252	39	39
12253	-100	-100
12254	-100	-100
12255	-100	-100
12256	39	39
12257	-100	-100
12258	-100	-100
12259	35	35
12260	19	19
12261	-100	-100
12262	-100	-100
12263	-100	-100
12264	-100	-100
12265	14.4	19.5
12266	35	35
12267	37	37
12268	-100	-100
12269	8	8
12270	-100	-100
12271	-100	-100
12272	-100	-100
12273	-100	-100
12274	17	17
12275	20.5	20.5
12276	-100	-100
12277	8	8
12278	-100	-100
12279	11	11
12280	-100	-100
12281	-100	-100
12282	27	27
12283	-100	-100
12284	0	0
12285	-100	-100
12286	-100	-100
12287	-100	-100
12288	7.6	19
12289	-100	-100
12290	-100	-100
12291	-100	-100
12292	-100	-100
12293	37	37
12294	-100	-100
12295	-100	-100
12296	-100	-100
12297	-100	-100
12298	-100	-100
12299	-100	-100
12300	-100	-100
12301	-100	-100
12302	-100	-100
12303	-100	-100
12304	-100	-100
12305	37.4	38
12306	-100	-100
12307	8	8
12308	-100	-100
12309	36.5	36.5
12310	10	10
12311	17	17
12312	-100	-100
12313	-100	-100
12314	-100	-100
12315	-100	-100
12316	-100	-100
12317	-100	-100
12318	-100	-100
12319	-100	-100
12320	-100	-100
12321	40	40
12322	14.2	22.75
12323	-100	-100
12324	8	8
12325	-100	-100
12326	-100	-100
12327	-100	-100
12328	10	10
12329	13	22
12330	8	8
12331	-100	-100
12332	9	9
12333	10.2	12.75
12334	-100	-100
12335	23	23
12336	-100	-100
12337	-100	-100
12338	38	38
12339	-100	-100
12340	-100	-100
12341	-100	-100
12342	-100	-100
12343	-100	-100
12344	-100	-100
12345	35	35
12346	-100	-100
12347	-100	-100
12348	-100	-100
12349	7	7
12350	-100	-100
12351	7.5	7.5
12352	-100	-100
12353	-100	-100
12354	0	0
12355	0	0
12356	1.8	4.5
12357	1.4	3.5
12358	4.8	12
12359	3.4	8.5
12360	4.1	10.25
12361	2	5
12362	2.2	5.5
12363	0	0
12364	2	5
12365	0	0
12366	0	0
12367	8	8
12368	8	8
12369	-100	-100
12370	-100	-100
12371	-100	-100
12372	-100	-100
12373	19	19
12374	0	0
12375	5.9	14.75
12376	-100	-100
12377	1.13333333333333	2.83333333333333
12378	0	0
12379	-100	-100
12380	33	33
12381	-100	-100
12382	0	0
12383	22	22
12384	17	17
12385	-100	-100
12386	9	9
12387	-100	-100
12388	-100	-100
12389	-100	-100
12390	0	0
12391	0	0
12392	-100	-100
12393	-100	-100
12394	0	0
12395	10.5	10.5
12396	-100	-100
12397	0	0
12398	-100	-100
12399	-100	-100
12400	-100	-100
12401	-100	-100
12402	-100	-100
12403	8	8
12404	0	0
12405	0	0
12406	1.8	4.5
12407	0	0
12408	-100	-100
12409	-100	-100
12410	37	37
12411	-100	-100
12412	0	0
12413	14.5	14.5
12414	13	13
12415	-100	-100
12416	0	0
12417	-100	-100
12418	17	17
12419	-100	-100
12420	-100	-100
12421	19	19
12422	8	20
12423	-100	-100
12424	-100	-100
12425	-100	-100
12426	-100	-100
12427	-100	-100
12428	-100	-100
12429	37	37
12430	7.73333333333333	7.83333333333333
12431	-100	-100
12432	18	18
12433	-100	-100
12434	0	0
12435	7	7
12436	5	5
12437	8.4	9
12438	-100	-100
12439	-100	-100
12440	10	10
12441	-100	-100
12442	-100	-100
12443	37	37
12444	10	10
12445	-100	-100
12446	-100	-100
12447	-100	-100
12448	-100	-100
12449	0	0
12450	-100	-100
12451	-100	-100
12452	-100	-100
12453	0	0
12454	-100	-100
12455	-100	-100
12456	-100	-100
12457	16.2	24
12458	-100	-100
12459	-100	-100
12460	28.6666666666667	28.6666666666667
12461	-100	-100
12462	-100	-100
12463	-100	-100
12464	10	10
12465	-100	-100
12466	17	17
12467	15.8	24.5
12468	15.8	24.5
12469	21	21
12470	-100	-100
12471	-100	-100
12472	-100	-100
12473	0	0
12474	22.3333333333333	22.3333333333333
12475	39.5	39.5
12476	-100	-100
12477	-100	-100
12478	11	11
12479	10	10
12480	-100	-100
12481	-100	-100
12482	35	35
12483	-100	-100
12484	8	8
12485	-100	-100
12486	-100	-100
12487	-100	-100
12488	-100	-100
12489	-100	-100
12490	-100	-100
12491	39	39
12492	1.4	3.5
12493	-100	-100
12494	38	38
12495	41	41
12496	-100	-100
12497	-100	-100
12498	-100	-100
12499	4	4
12500	35	35
12501	11	11
12502	19.5	19.5
12503	9	9
12504	-100	-100
12505	-100	-100
12506	-100	-100
12507	8.6	9.5
12508	-100	-100
12509	8	8
12510	38	38
12511	0	0
12512	0	0
12513	-100	-100
12514	-100	-100
12515	-100	-100
12516	10	10
12517	17	17
12518	-100	-100
12519	-100	-100
12520	27.2	31.25
12521	0	0
12522	11	11
12523	35	35
12524	0	0
12525	0	0
12526	-100	-100
12527	-100	-100
12528	-100	-100
12529	-100	-100
12530	21	21
12531	-100	-100
12532	9.325	9.8125
12533	8	8
12534	-100	-100
12535	17	17
12536	-100	-100
12537	-100	-100
12538	23.375	23.375
12539	-100	-100
12540	35	35
12541	-100	-100
12542	0	0
12543	7.6	7.75
12544	-100	-100
12545	39	39
12546	40	40
12547	25	25
12548	7	7
12549	8	8
12550	24	24
12551	8	8
12552	0	0
12553	7	7
12554	8.5	8.5
12555	-100	-100
12556	-100	-100
12557	-100	-100
12558	-100	-100
12559	-100	-100
12560	-100	-100
12561	-100	-100
12562	-100	-100
12563	-100	-100
12564	-100	-100
12565	11.4	12
12566	-100	-100
12567	-100	-100
12568	7	7
12569	-100	-100
12570	-100	-100
12571	-100	-100
12572	9	9
12573	-100	-100
12574	38	38
12575	36.5	36.5
12576	7.8	19.5
12577	-100	-100
12578	-100	-100
12579	2.4	6
12580	9.6	13.5
12581	2	5
12582	7	7
12583	-100	-100
12584	-100	-100
12585	-100	-100
12586	16	16
12587	-100	-100
12588	-100	-100
12589	-100	-100
12590	-100	-100
12591	-100	-100
12592	10	10
12593	-100	-100
12594	10	10
12595	-100	-100
12596	-100	-100
12597	-100	-100
12598	-100	-100
12599	-100	-100
12600	-100	-100
12601	-100	-100
12602	41	41
12603	-100	-100
12604	18	18
12605	-100	-100
12606	10.6666666666667	10.6666666666667
12607	-100	-100
12608	-100	-100
12609	-100	-100
12610	-100	-100
12611	-100	-100
12612	-100	-100
12613	22	22
12614	8	8
12615	2	5
12616	10	10
12617	-100	-100
12618	-100	-100
12619	39	39
12620	7	7
12621	6.2	6.5
12622	0	0
12623	-100	-100
12624	36	36
12625	-100	-100
12626	-100	-100
12627	-100	-100
12628	8	8
12629	13.2	19.5
12630	-100	-100
12631	8.5	8.5
12632	3.5	8.75
12633	21	21
12634	13	13
12635	-100	-100
12636	-100	-100
12637	-100	-100
12638	-100	-100
12639	-100	-100
12640	-100	-100
12641	-100	-100
12642	-100	-100
12643	39	39
12644	-100	-100
12645	5	5
12646	37.5	37.5
12647	32.5	32.5
12648	8	8
12649	-100	-100
12650	32	32
12651	35.5	35.5
12652	8.2	8.5
12653	8	8
12654	-100	-100
12655	-100	-100
12656	-100	-100
12657	10.6666666666667	10.6666666666667
12658	5	5
12659	-100	-100
12660	37	37
12661	26	26
12662	-100	-100
12663	-100	-100
12664	8	8
12665	-100	-100
12666	34	34
12667	-100	-100
12668	10	10
12669	-100	-100
12670	-100	-100
12671	-100	-100
12672	-100	-100
12673	33.2	33.5
12674	9	9
12675	-100	-100
12676	35	35
12677	-100	-100
12678	0	0
12679	23	23
12680	34	34
12681	22.4666666666667	27.1666666666667
12682	41	41
12683	8	8
12684	-100	-100
12685	15	15
12686	8	8
12687	-100	-100
12688	0	0
12689	7.5	7.5
12690	-100	-100
12691	35	35
12692	30	30
12693	-100	-100
12694	-100	-100
12695	35	35
12696	-100	-100
12697	-100	-100
12698	-100	-100
12699	40	40
12700	0	0
12701	21	21
12702	5	5
12703	-100	-100
12704	6.3	6.75
12705	17	17
12706	-100	-100
12707	6.8	8
12708	-100	-100
12709	14.6857142857143	14.9642857142857
12710	12.8	20
12711	-100	-100
12712	-100	-100
12713	-100	-100
12714	12.4	16
12715	-100	-100
12716	26	26
12717	0	0
12718	-100	-100
12719	12.1	16.75
12720	18	18
12721	25	25
12722	3.66666666666667	3.66666666666667
12723	-100	-100
12724	27.4	29.5
12725	5.6	14
12726	-100	-100
12727	-100	-100
12728	-100	-100
12729	10	10
12730	29.5	29.5
12731	0	0
12732	17.5	17.5
12733	20	20
12734	-100	-100
12735	10	10
12736	3	3
12737	-100	-100
12738	-100	-100
12739	-100	-100
12740	27	27
12741	29.5	29.5
12742	10	10
12743	41	41
12744	23.3	29.75
12745	9	9
12746	10	10
12747	26	26
12748	-100	-100
12749	30.3333333333333	30.3333333333333
12750	-100	-100
12751	-100	-100
12752	-100	-100
12753	19	19
12754	20.2	26.5
12755	27	27
12756	-100	-100
12757	31.3333333333333	31.3333333333333
12758	2.2	5.5
12759	0	0
12760	-100	-100
12761	-100	-100
12762	-100	-100
12763	-100	-100
12764	-100	-100
12765	26	26
12766	19.6	22
12767	0	0
12768	18.4	23.3333333333333
12769	19	19
12770	38.3333333333333	38.3333333333333
12771	0	0
12772	12.4	14.5
12773	9	9
12774	7	7
12775	-100	-100
12776	11.6	18.5
12777	-100	-100
12778	40	40
12779	0	0
12780	0	0
12781	-100	-100
12782	36	36
12783	0	0
12784	20.6	20.6
12785	0	0
12786	-100	-100
12787	24.5	24.5
12788	-100	-100
12789	-100	-100
12790	0	0
12791	41	41
12792	7.6	8.5
12793	32	32
12794	37	37
12795	5	5
12796	8	8
12797	32	32
12798	13.4	18.5
12799	-100	-100
12800	0	0
12801	8	8
12802	8	8
12803	33.5	33.5
12804	7	7
12805	8.1	8.25
12806	-100	-100
12807	41	41
12808	14.6	24.5
12809	-100	-100
12810	3.5	3.5
12811	10.1	16.25
12812	7	7
12813	11	11
12814	-100	-100
12815	7	7
12816	-100	-100
12817	4.4	5
12818	8	8
12819	0	0
12820	0	0
12821	7.2	18
12822	32	32
12823	-100	-100
12824	8	8
12825	-100	-100
12826	28.2	30
12827	24	24
12828	3	3
12829	-100	-100
12830	-100	-100
12831	-100	-100
12832	-100	-100
12833	-100	-100
12834	40	40
12835	8	8
12836	-100	-100
12837	-100	-100
12838	10	10
12839	2.86666666666667	3.66666666666667
12840	0	0
12841	0	0
12842	-100	-100
12843	-100	-100
12844	8.4	9
12845	-100	-100
12846	13.6	22
12847	28	28
12848	10	10
12849	8.8	18.5
12850	-100	-100
12851	-100	-100
12852	36.75	36.75
12853	-100	-100
12854	-100	-100
12855	-100	-100
12856	11.4	13.5
12857	-100	-100
12858	8	8
12859	13.2	21
12860	-100	-100
12861	-100	-100
12862	7.6	8.5
12863	24.6666666666667	24.6666666666667
12864	13.8	24
12865	9	9
12866	11	11
12867	39	39
12868	-100	-100
12869	28	28
12870	32	32
12871	15.2	23
12872	18	26.25
12873	-100	-100
12874	35.6666666666667	37.6666666666667
12875	36	36
12876	-100	-100
12877	7	7
12878	9.4	16
12879	-100	-100
12880	21	21
12881	-100	-100
12882	-100	-100
12883	20.5	20.5
12884	30.2	33.5
12885	-100	-100
12886	-100	-100
12887	-100	-100
12888	7	7
12889	37	37
12890	22.4333333333333	23.5833333333333
12891	-100	-100
12892	40	40
12893	35	35
12894	-100	-100
12895	0	0
12896	18	18
12897	-100	-100
12898	36.6666666666667	36.6666666666667
12899	-100	-100
12900	13	22
12901	-100	-100
12902	-100	-100
12903	-100	-100
12904	-100	-100
12905	5	5
12906	12.6	16.5
12907	-100	-100
12908	8	8
12909	-100	-100
12910	36	36
12911	11.2	16
12912	-100	-100
12913	-100	-100
12914	0	0
12915	0	0
12916	0	0
12917	14.2	25.5
12918	0	0
12919	7.4	8.5
12920	0	0
12921	0	0
12922	10.6666666666667	19.2222222222222
12923	8.2	20.5
12924	0	0
12925	0	0
12926	7.4	18.5
12927	-100	-100
12928	7	7
12929	14.6	24.5
12930	17	17
12931	29	29
12932	-100	-100
12933	40	40
12934	-100	-100
12935	-100	-100
12936	-100	-100
12937	-100	-100
12938	-100	-100
12939	0	0
12940	-100	-100
12941	-100	-100
12942	4.6	5.5
12943	-100	-100
12944	-100	-100
12945	7.4	18.5
12946	-100	-100
12947	8	8
12948	-100	-100
12949	-100	-100
12950	8.5	8.5
12951	7.3	9.18333333333333
12952	7	7
12953	-100	-100
12954	7.05	17.625
12955	-100	-100
12956	-100	-100
12957	7	7
12958	-100	-100
12959	5.6	6.5
12960	28.5	28.5
12961	38.6666666666667	38.6666666666667
12962	13	20.5
12963	9	9
12964	3.4	8.5
12965	39.5	39.5
12966	-100	-100
12967	3.2	8
12968	27	27
12969	0	0
12970	-100	-100
12971	-100	-100
12972	-100	-100
12973	-100	-100
12974	7	7
12975	9.5	10.25
12976	-100	-100
12977	7.6	8.5
12978	15.3333333333333	15.3333333333333
12979	-100	-100
12980	35.5	35.5
12981	-100	-100
12982	8	8
12983	10.8	12
12984	-100	-100
12985	18	18
12986	11.4	14.3333333333333
12987	0	5.83333333333333
12988	4.4	9.66666666666667
12989	33.6666666666667	33.6666666666667
12990	32	32
12991	-100	-100
12992	-100	-100
12993	28	28
12994	-100	-100
12995	-100	-100
12996	-100	-100
12997	-100	-100
12998	10	10
12999	15	22.5
13000	-100	-100
13001	25.6666666666667	25.6666666666667
13002	10	10
13003	0	0
13004	1.7	4.25
13005	14	20
13006	-100	-100
13007	10	10
13008	7	7
13009	9	9
13010	-100	-100
13011	31	34
13012	7	7
13013	34	34
13014	9.5	9.5
13015	10	10
13016	-100	-100
13017	-100	-100
13018	10	19.6666666666667
13019	10	10
13020	41	41
13021	39	39
13022	10	10
13023	-100	-100
13024	10	10
13025	-100	-100
13026	35	36
13027	12	12
13028	-100	-100
13029	-100	-100
13030	0.8	2
13031	27	30
13032	17	17
13033	7	7
13034	-100	-100
13035	21	21
13036	8	8
13037	23.4	30
13038	29	29
13039	-100	-100
13040	-100	-100
13041	-100	-100
13042	-100	-100
13043	-100	-100
13044	-100	-100
13045	-100	-100
13046	24.6666666666667	24.6666666666667
13047	0	0
13048	7	7
13049	0	0
13050	-100	-100
13051	-100	-100
13052	7.55	11.375
13053	4	4
13054	-100	-100
13055	4.4	11
13056	-100	-100
13057	-100	-100
13058	-100	-100
13059	0	0
13060	18.6666666666667	18.6666666666667
13061	-100	-100
13062	-100	-100
13063	9	9
13064	-100	-100
13065	7.6	8.5
13066	0	0
13067	-100	-100
13068	-100	-100
13069	8	8
13070	-100	-100
13071	-100	-100
13072	41	41
13073	-100	-100
13074	-100	-100
13075	5.5	5.5
13076	16.5	16.5
13077	-100	-100
13078	-100	-100
13079	-100	-100
13080	6.4	7
13081	10.6	16
13082	3.5	3.5
13083	-100	-100
13084	29	29
13085	0	0
13086	26	26
13087	12.1	15.25
13088	-100	-100
13089	8.5	8.5
13090	12.2	21
13091	8	8
13092	29.8	31
13093	-100	-100
13094	-100	-100
13095	30.5	30.5
13096	-100	-100
13097	11	11
13098	10	10
13099	-100	-100
13100	-100	-100
13101	8	8
13102	20	20
13103	-100	-100
13104	17	17
13105	-100	-100
13106	6	6
13107	38	38
13108	8.5	8.5
13109	-100	-100
13110	0	0
13111	25.6666666666667	25.6666666666667
13112	-100	-100
13113	29.5	29.5
13114	26	26
13115	6	6
13116	-100	-100
13117	9.4	11.5
13118	0	0
13119	-100	-100
13120	-100	-100
13121	36	36
13122	26.8	31
13123	8	8
13124	-100	-100
13125	39	39
13126	8	8
13127	8	8
13128	7	7
13129	36	36
13130	20	20
13131	1.6	4
13132	-100	-100
13133	39.5	39.5
13134	-100	-100
13135	-100	-100
13136	0	0
13137	-100	-100
13138	8	8
13139	26	26
13140	-100	-100
13141	9	9
13142	-100	-100
13143	0	0
13144	15	24
13145	-100	-100
13146	9	9
13147	0	0
13148	11	11
13149	-100	-100
13150	37	37
13151	39	39
13152	-100	-100
13153	-100	-100
13154	-100	-100
13155	-100	-100
13156	15	24
13157	31.8	33.375
13158	2	5
13159	4	4
13160	7.35	8.41666666666667
13161	-100	-100
13162	6.8	17
13163	0	0
13164	13.7	22.25
13165	32	32
13166	-100	-100
13167	-100	-100
13168	16	25
13169	10	10
13170	10	10
13171	11.6	14
13172	27.7692307692308	27.7692307692308
13173	17	17
13174	-100	-100
13175	-100	-100
13176	0	0
13177	-100	-100
13178	3.4	8.5
13179	5.6	7.25
13180	41	41
13181	0	0
13182	3.3	8.25
13183	-100	-100
13184	35.5	35.5
13185	-100	-100
13186	-100	-100
13187	16.4	20.7222222222222
13188	0	0
13189	0	0
13190	10	10
13191	14	21.5
13192	-100	-100
13193	8	8
13194	-100	-100
13195	-100	-100
13196	-100	-100
13197	30	30
13198	-100	-100
13199	-100	-100
13200	10	10
13201	-100	-100
13202	-100	-100
13203	10.1	11.75
13204	10	10
13205	3.6	9
13206	19.2	28.1666666666667
13207	-100	-100
13208	-100	-100
13209	-100	-100
13210	4	6.66666666666667
13211	-100	-100
13212	-100	-100
13213	-100	-100
13214	-100	-100
13215	-100	-100
13216	-100	-100
13217	8	8
13218	-100	-100
13219	-100	-100
13220	9	9
13221	-100	-100
13222	8	8
13223	36.8333333333333	36.8333333333333
13224	11.4	15
13225	-100	-100
13226	-100	-100
13227	-100	-100
13228	-100	-100
13229	0	0
13230	10	10
13231	13	13
13232	7	7
13233	10	10
13234	-100	-100
13235	-100	-100
13236	-100	-100
13237	41	41
13238	10	10
13239	-100	-100
13240	12.3	20.25
13241	24	24
13242	15.3	24.75
13243	-100	-100
13244	-100	-100
13245	0	0
13246	-100	-100
13247	-100	-100
13248	-100	-100
13249	-100	-100
13250	-100	-100
13251	-100	-100
13252	0	0
13253	-100	-100
13254	-100	-100
13255	10	10
13256	10	13.3333333333333
13257	-100	-100
13258	10.6	14.5
13259	2	5
13260	-100	-100
13261	-100	-100
13262	-100	-100
13263	5.2	13
13264	-100	-100
13265	-100	-100
13266	-100	-100
13267	36	37.5
13268	0	0
13269	9	9
13270	-100	-100
13271	3.8	9.5
13272	-100	-100
13273	-100	-100
13274	39	39
13275	8	8
13276	28	28
13277	22.5	22.5
13278	19	19
13279	7	7
13280	-100	-100
13281	-100	-100
13282	-100	-100
13283	9	9
13284	-100	-100
13285	0	0
13286	3.2	8
13287	-100	-100
13288	8	8
13289	8	8
13290	7	7
13291	35.1111111111111	35.1111111111111
13292	10	10
13293	10	10
13294	-100	-100
13295	0	0
13296	16	16
13297	12.5	16.25
13298	7.6	19
13299	7.4	16.6666666666667
13300	-100	-100
13301	-100	-100
13302	20	20
13303	11	11
13304	-100	-100
13305	38	38
13306	34	34
13307	-100	-100
13308	8	8
13309	0	0
13310	-100	-100
13311	-100	-100
13312	-100	-100
13313	-100	-100
13314	8	8
13315	0	0
13316	2.33333333333333	5.83333333333333
13317	0	0
13318	6.39259259259259	15.9814814814815
13319	6.32307692307692	15.8076923076923
13320	-100	-100
13321	5	5
13322	0	0
13323	8.33333333333333	15.3333333333333
13324	-100	-100
13325	7	7
13326	0	0
13327	7.8	13.5
13328	-100	-100
13329	-100	-100
13330	0	0
13331	-100	-100
13332	0	0
13333	-100	-100
13334	-100	-100
13335	4	17
13336	4	11.1666666666667
13337	0	0
13338	4.5	4.5
13339	0	0
13340	0	0
13341	0	0
13342	-100	-100
13343	2	5
13344	-100	-100
13345	-100	-100
13346	-100	-100
13347	-100	-100
13348	9.9	12.75
13349	-100	-100
13350	5	12.5
13351	35	35
13352	5.8	5.8
13353	40	40
13354	-100	-100
13355	38	38
13356	-100	-100
13357	-100	-100
13358	0	0
13359	0	0
13360	-100	-100
13361	0	0
13362	7.5	7.5
13363	-100	-100
13364	0	0
13365	-100	-100
13366	39.4	40
13367	19	19
13368	-100	-100
13369	-100	-100
13370	10.8	12
13371	10.6	13
13372	23	23
13373	-100	-100
13374	0	0
13375	-100	-100
13376	-100	-100
13377	10	10
13378	24	24
13379	-100	-100
13380	-100	-100
13381	-100	-100
13382	0	0
13383	7	7
13384	7	7
13385	-100	-100
13386	10	10
13387	15	15
13388	32	32
13389	-100	-100
13390	-100	-100
13391	-100	-100
13392	7	7
13393	-100	-100
13394	10	10
13395	9.4	10
13396	10.95	15.375
13397	10.4	13.25
13398	7	7
13399	10	10
13400	-100	-100
13401	25.5	25.5
13402	-100	-100
13403	-100	-100
13404	15.4	23.5
13405	-100	-100
13406	-100	-100
13407	5.2	13
13408	0	0
13409	0	0
13410	-100	-100
13411	0	0
13412	0	0
13413	0	0
13414	0	0
13415	0	0
13416	17	17
13417	5	5
13418	-100	-100
13419	-100	-100
13420	-100	-100
13421	-100	-100
13422	7	7
13423	0	0
13424	0	0
13425	14.5	14.5
13426	14.5	14.5
13427	14.5	14.5
13428	18.4	24.25
13429	-100	-100
13430	-100	-100
13431	-100	-100
13432	7	7
13433	-100	-100
13434	3.6	4.5
13435	9	9
13436	30	30
13437	5.52	5.7
13438	10	10
13439	-100	-100
13440	-100	-100
13441	8	8
13442	37	37
13443	0	0
13444	37	37
13445	13	13
13446	7.8	9
13447	-100	-100
13448	0	0
13449	0	0
13450	8.5	8.5
13451	0	0
13452	7.2	7.5
13453	25	25
13454	7	17.5
13455	-100	-100
13456	34.3333333333333	34.3333333333333
13457	35	35
13458	1.6	4
13459	-100	-100
13460	-100	-100
13461	12	19.5
13462	-100	-100
13463	13	13
13464	6.8	8.44444444444444
13465	27	27
13466	-100	-100
13467	-100	-100
13468	-100	-100
13469	-100	-100
13470	41	41
13471	9	9
13472	16	16
13473	-100	-100
13474	-100	-100
13475	8	8
13476	39	39
13477	-100	-100
13478	-100	-100
13479	14	14
13480	11	11
13481	-100	-100
13482	10	10
13483	8	8
13484	22.6	29.5
13485	-100	-100
13486	-100	-100
13487	27	27
13488	10	10
13489	-100	-100
13490	-100	-100
13491	12.5	12.5
13492	11	11
13493	-100	-100
13494	25	25
13495	-100	-100
13496	36	36
13497	11	11
13498	-100	-100
13499	11	11
13500	13.4	23
13501	10.8	12
13502	11	11
13503	-100	-100
13504	39	39
13505	-100	-100
13506	-100	-100
13507	-100	-100
13508	-100	-100
13509	-100	-100
13510	-100	-100
13511	37	37
13512	35.5	35.5
13513	7.4	18.5
13514	-100	-100
13515	-100	-100
13516	-100	-100
13517	-100	-100
13518	-100	-100
13519	21.5	21.5
13520	-100	-100
13521	38	38
